ORG_NAME,Part of OrgUnit,ORG_UNIT,Standard Geographical Classification,YEAR,SOURCE,SUB_SECTOR,Building Type,CONNECTION,kWh,GJ,Emissions (tonnes CO2e)
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,3,"583,047","2,099","4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,RESTAURANT,198,"15,610,855","56,199","4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,SCHOOL,114,"15,518,665","55,867","4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,STREET LIGHT,274,"2,090,098","7,524","4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,3,"3,216,568","11,580","4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,CSMI,WAREHOUSES,224,"20,659,289","74,373","4,262"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,Res,APARTMENT,"4,029","21,792,934","78,455","6,747"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,Res,COMMON USE,406,"6,496,546","23,388","6,747"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,Res,MOBILE/OTHER,"3,764","43,958,656","158,251","6,747"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,Res,ROW HOME,"2,096","19,439,964","69,984","6,747"
Cowichan Valley Regional District,_British Columbia_,1005919,19000,2022,BC Hydro,Res,SINGLE/DUPLEX,"31,378","495,050,103","1,782,180","6,747"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,CONSTRUCTION,138,"3,572,858","12,862","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,FOOD RETAIL,113,"39,196,974","141,109","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,HEALTH SERVICES,174,"5,236,345","18,851","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,HOTELS,333,"34,133,219","122,880","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_AGRICULTURE,738,"31,940,328","114,985","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_CHEMICAL,35,"2,202,180","7,928","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,115,"12,583,260","45,300","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_MANUFACTURING,593,"27,707,357","99,746","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,143,"12,956,391","46,643","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,811,"21,251,093","76,504","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,240,"7,465,425","26,876","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_TRANSPORTATION,160,"13,766,169","49,558","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IND_WOOD,105,"42,178,990","151,844","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,IRRIGATION,59,"928,658","3,343","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,NON-FOOD RETAIL,"1,630","71,077,879","255,880","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,NURSING HOME,51,"27,549,259","99,177","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,OFFICES,"1,764","85,626,428","308,255","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,OTHER COMMERCIAL,424,"25,396,415","91,427","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,8,"526,809","1,897","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,RESTAURANT,348,"27,642,405","99,513","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,SCHOOL,130,"14,056,856","50,605","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,STREET LIGHT,306,"8,901,031","32,044","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,8,"11,283,891","40,622","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,CSMI,WAREHOUSES,546,"16,534,899","59,526","6,252"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,Res,APARTMENT,"12,304","65,715,992","236,578","11,699"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,Res,COMMON USE,"1,012","26,307,647","94,708","11,699"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,Res,MOBILE/OTHER,"6,109","69,395,170","249,823","11,699"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,Res,ROW HOME,"4,413","37,109,550","133,594","11,699"
Nanaimo Regional District,_British Columbia_,1005921,21000,2022,BC Hydro,Res,SINGLE/DUPLEX,"58,046","818,892,771","2,948,014","11,699"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,CONSTRUCTION,71,"843,496","3,037","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,FOOD RETAIL,43,"10,163,267","36,588","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,HEALTH SERVICES,30,"1,075,740","3,873","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,HOTELS,212,"21,679,835","78,047","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_AGRICULTURE,124,"6,388,970","23,000","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_CHEMICAL,3,"54,323",196,"1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,58,"13,508,314","48,630","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_MANUFACTURING,125,"12,523,327","45,084","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,73,"3,859,972","13,896","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,200,"5,026,697","18,096","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,78,"5,715,866","20,577","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_TRANSPORTATION,76,"4,487,090","16,154","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IND_WOOD,45,"3,808,054","13,709","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,IRRIGATION,10,"244,293",879,"1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,NON-FOOD RETAIL,427,"13,608,940","48,992","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,NURSING HOME,6,"2,854,242","10,275","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,OFFICES,518,"16,329,669","58,787","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,OTHER COMMERCIAL,156,"8,118,765","29,228","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,RESTAURANT,98,"6,685,499","24,068","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,SCHOOL,52,"5,748,232","20,694","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,STREET LIGHT,143,"1,203,482","4,333","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,14,"3,275,073","11,790","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,CSMI,WAREHOUSES,101,"6,441,651","23,190","1,767"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,Res,APARTMENT,"2,049","13,100,294","47,161","2,600"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,Res,COMMON USE,183,"3,089,320","11,122","2,600"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,Res,MOBILE/OTHER,"1,474","15,651,260","56,345","2,600"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,Res,ROW HOME,750,"7,161,172","25,780","2,600"
Alberni-Clayoquot Regional District,_British Columbia_,1005923,23000,2022,BC Hydro,Res,SINGLE/DUPLEX,"12,855","187,114,565","673,612","2,600"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,CONSTRUCTION,59,"810,409","2,917","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,FOOD RETAIL,53,"14,283,367","51,420","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,HEALTH SERVICES,52,"1,965,064","7,074","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,HOTELS,147,"12,325,334","44,371","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_AGRICULTURE,78,"10,795,267","38,863","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_CHEMICAL,5,"94,787",341,"2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,33,"4,312,635","15,525","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_MANUFACTURING,182,"14,988,189","53,957","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,73,"3,581,694","12,894","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,490,"9,426,653","33,936","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,68,"2,632,692","9,478","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_TRANSPORTATION,69,"8,774,837","31,589","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IND_WOOD,67,"4,153,637","14,953","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,IRRIGATION,3,"72,667",262,"2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,NON-FOOD RETAIL,494,"19,693,353","70,896","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,NURSING HOME,16,"5,181,502","18,653","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,OFFICES,661,"25,160,865","90,579","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,OTHER COMMERCIAL,151,"10,912,543","39,285","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,RESTAURANT,111,"8,437,218","30,374","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,SCHOOL,44,"9,127,578","32,859","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,STREET LIGHT,125,"1,622,388","5,841","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,3,"115,055",414,"2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,CSMI,WAREHOUSES,181,"6,419,192","23,109","2,011"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,Res,APARTMENT,"3,633","22,091,854","79,531","3,388"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,Res,COMMON USE,297,"6,499,115","23,397","3,388"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,Res,MOBILE/OTHER,"2,095","23,900,811","86,043","3,388"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,Res,ROW HOME,980,"10,177,266","36,638","3,388"
Strathcona Regional District,_British Columbia_,1005924,24000,2022,BC Hydro,Res,SINGLE/DUPLEX,"16,364","231,951,903","835,027","3,388"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,CONSTRUCTION,72,"4,185,362","15,067","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,FOOD RETAIL,58,"21,936,621","78,972","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,HEALTH SERVICES,96,"2,140,216","7,705","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,HOTELS,134,"10,820,773","38,955","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_AGRICULTURE,683,"26,939,246","96,981","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_CHEMICAL,9,"441,643","1,590","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,61,"2,908,758","10,472","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_MANUFACTURING,219,"7,635,125","27,486","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,73,"2,121,061","7,636","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,444,"6,798,012","24,473","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,94,"3,087,461","11,115","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_TRANSPORTATION,52,"4,560,938","16,419","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IND_WOOD,54,"1,680,270","6,049","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,IRRIGATION,44,"533,428","1,920","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,NON-FOOD RETAIL,733,"30,431,230","109,552","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,NURSING HOME,7,"3,687,875","13,276","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,OFFICES,761,"39,752,887","143,110","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,OTHER COMMERCIAL,190,"16,246,771","58,488","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,RESTAURANT,133,"9,199,252","33,117","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,SCHOOL,67,"8,723,365","31,404","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,STREET LIGHT,170,"2,677,054","9,637","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,"2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,CSMI,WAREHOUSES,234,"4,543,935","16,358","2,427"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,Res,APARTMENT,"4,480","28,354,121","102,075","5,366"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,Res,COMMON USE,453,"9,817,183","35,342","5,366"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,Res,MOBILE/OTHER,"2,792","32,341,122","116,428","5,366"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,Res,ROW HOME,"2,433","20,440,035","73,584","5,366"
Comox Valley Regional District,_British Columbia_,1005926,26000,2022,BC Hydro,Res,SINGLE/DUPLEX,"26,207","375,680,205","1,352,449","5,366"
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,CONSTRUCTION,25,"283,889","1,022",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,FOOD RETAIL,13,"2,594,549","9,340",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,HEALTH SERVICES,22,"287,355","1,034",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,HOTELS,78,"4,699,122","16,917",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_AGRICULTURE,61,"1,542,888","5,554",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_CHEMICAL,3,"290,379","1,045",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,26,"1,029,022","3,704",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_MANUFACTURING,112,"8,748,518","31,495",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,31,"917,058","3,301",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,202,"4,740,397","17,065",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,48,"906,818","3,265",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_TRANSPORTATION,30,"2,631,863","9,475",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IND_WOOD,34,"1,086,072","3,910",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,NON-FOOD RETAIL,223,"11,483,510","41,341",728
qathet Regional District,_British Columbia_,1005927,27000,2022,BC Hydro,CSMI,NURSING HOME,6,"863,625","3,109",728
